,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE15,FONDL15,ROBBE15,AGG_A15,geo_address,lat_lng,lat,long
710,Mendocino College,Main Campus,1000 HENSLEY CREEK ROAD,UKIAH,CA,95482,4,"Public, 2-year",1610.0,2680.0,4290.0,0,0,1,0,"1000 HENSLEY CREEK ROAD UKIAH, CA","[39.1890405, -123.2287698]",39.1890405,-123.2287698
716,Merritt College,Merrit Community College,12500 CAMPUS DR,OAKLAND,CA,946193196,4,"Public, 2-year",2254.0,4393.0,6647.0,0,0,0,1,"12500 CAMPUS DR OAKLAND, CA","[37.789553, -122.165612]",37.789553,-122.165612
717,Mills College,Main Campus,5000 MACARTHUR BLVD,OAKLAND,CA,94613,2,"Private nonprofit, 4-year or above",110.0,1287.0,1397.0,1,0,0,1,"5000 MACARTHUR BLVD OAKLAND, CA","[37.7773745, -122.1841097]",37.7773745,-122.1841097
718,MiraCosta College,MiraCosta Community College District Oceanside Campus,ONE BARNARD DR,OCEANSIDE,CA,920563899,4,"Public, 2-year",6530.0,8532.0,15062.0,0,2,0,1,"ONE BARNARD DR OCEANSIDE, CA","[33.19129, -117.3022145]",33.19129,-117.3022145
719,MiraCosta College,SEC (San Elijo Campus),3333 MANCHESTER AVENUE,CARDIFF,CA,92007,4,"Public, 2-year",6530.0,8532.0,15062.0,0,1,0,0,"3333 MANCHESTER AVENUE CARDIFF, CA","[33.0161456, -117.2570795]",33.0161456,-117.2570795
732,Mt San Antonio College,Main Campus,1100 N GRAND AVE,WALNUT,CA,917891399,4,"Public, 2-year",14042.0,14949.0,28991.0,0,2,1,1,"1100 N GRAND AVE WALNUT, CA","[34.0451762, -117.846611]",34.0451762,-117.846611
735,Mt San Jacinto Community College District,San Jacinto Campus,1499 N STATE ST,SAN JACINTO,CA,925832399,4,"Public, 2-year",6278.0,8732.0,15010.0,0,0,0,1,"1499 N STATE ST SAN JACINTO, CA","[33.8066222, -116.96941]",33.8066222,-116.96941
741,Napa Valley College,Main Campus,2277 NAPA VALLEJO HWY,NAPA,CA,945586236,4,"Public, 2-year",2729.0,3528.0,6257.0,1,0,1,0,"2277 NAPA VALLEJO HWY NAPA, CA","[38.2767941, -122.2751363]",38.2767941,-122.2751363
768,National University,Bakersfield,4560 California Ave. Suite 300,Bakersfield,CA,933091150,2,"Private nonprofit, 4-year or above",6845.0,10643.0,17488.0,0,0,1,0,"4560 California Ave. Suite 300 Bakersfield, CA","[35.3673653, -119.0539081]",35.3673653,-119.0539081
770,National University,Spectrum Academic Center,9388 Lightwave Ave.,San Diego,CA,921231426,2,"Private nonprofit, 4-year or above",6845.0,10643.0,17488.0,0,0,0,1,"9388 Lightwave Ave. San Diego, CA","[32.8293028, -117.1273571]",32.8293028,-117.1273571
786,Notre Dame de Namur University,Main Campus,1500 RALSTON AVE,BELMONT,CA,940021997,2,"Private nonprofit, 4-year or above",525.0,1330.0,1855.0,2,1,0,0,"1500 RALSTON AVE BELMONT, CA","[37.5173774, -122.2867513]",37.5173774,-122.2867513
787,Occidental College,Occidental College,1600 CAMPUS RD,LOS ANGELES,CA,900413392,2,"Private nonprofit, 4-year or above",877.0,1146.0,2023.0,8,5,0,1,"1600 CAMPUS RD LOS ANGELES, CA","[34.1273233, -118.2102962]",34.1273233,-118.2102962
796,Oxnard College,Main Campus,4000 S Rose Avenue,Oxnard,CA,93030,4,"Public, 2-year",3203.0,3803.0,7006.0,0,0,1,0,"4000 S Rose Avenue Oxnard, CA","[34.1651566, -119.1582803]",34.1651566,-119.1582803
797,Hope International University,Main Campus,2500 E Nutwood Ave,Fullerton,CA,928313104,2,"Private nonprofit, 4-year or above",575.0,727.0,1302.0,0,1,0,0,"2500 E Nutwood Ave Fullerton, CA","[33.8768519, -117.8854605]",33.8768519,-117.8854605
803,Pacific School of Religion,Main Campus,1798 SCENIC AVE,BERKELEY,CA,94709,2,"Private nonprofit, 4-year or above",77.0,82.0,159.0,1,0,0,0,"1798 SCENIC AVE BERKELEY, CA","[37.8766253, -122.2630182]",37.8766253,-122.2630182
806,University of the Pacific,Main Campus,3601 PACIFIC AVE,STOCKTON,CA,95211,2,"Private nonprofit, 4-year or above",2863.0,3418.0,6281.0,4,1,1,0,"3601 PACIFIC AVE STOCKTON, CA","[37.9798414, -121.3093339]",37.9798414,-121.3093339
811,Palomar College,Main Campus,1140 West Mission Road,San Marcos,CA,920691487,4,"Public, 2-year",12712.0,10770.0,23482.0,0,0,0,1,"1140 West Mission Road San Marcos, CA","[33.1502174, -117.1840994]",33.1502174,-117.1840994
814,Pasadena City College,Pasadena City College - Main Campus,1570 E COLORADO BLVD,PASADENA,CA,911062003,4,"Public, 2-year",12891.0,14159.0,27050.0,0,3,1,1,"1570 E COLORADO BLVD PASADENA, CA","[34.1431011, -118.1203829]",34.1431011,-118.1203829
829,Pitzer College,Pitzer College,1050 N MILLS AVE,CLAREMONT,CA,917116110,2,"Private nonprofit, 4-year or above",459.0,608.0,1067.0,9,4,0,0,"1050 N MILLS AVE CLAREMONT, CA","[34.1036159, -117.7038664]",34.1036159,-117.7038664
835,Pomona College,Main Campus,550 N COLLEGE AVE ALEXANDER HALL,CLAREMONT,CA,917116319,2,"Private nonprofit, 4-year or above",826.0,837.0,1663.0,6,4,0,1,"550 N COLLEGE AVE ALEXANDER HALL CLAREMONT, CA","[34.099078, -117.7145536]",34.099078,-117.7145536
836,Porterville College,Main Campus,100 E COLLEGE AVE,PORTERVILLE,CA,93257,4,"Public, 2-year",1616.0,2458.0,4074.0,0,0,1,1,"100 E COLLEGE AVE PORTERVILLE, CA","[36.0489004, -119.0161748]",36.0489004,-119.0161748
838,Santa Ana College,Santa Ana College,1530 W. 17TH STREET,SANTA ANA,CA,927063398,4,"Public, 2-year",18363.0,11445.0,29808.0,0,0,1,1,"1530 W. 17TH STREET SANTA ANA, CA","[33.757818, -117.888204]",33.757818,-117.888204
839,Santa Ana College,Centennial Education Center,2900 W. Edinger Avenue,SANTA ANA,CA,92704,4,"Public, 2-year",18363.0,11445.0,29808.0,0,1,3,0,"2900 W. Edinger Avenue SANTA ANA, CA","[33.7262319, -117.9098648]",33.7262319,-117.9098648
843,University of Redlands,Main Campus,"1200 E. COLTON AVE, PO BOX 3080",REDLANDS,CA,923730999,2,"Private nonprofit, 4-year or above",2316.0,2899.0,5215.0,3,1,0,0,"1200 E. COLTON AVE, PO BOX 3080 REDLANDS, CA","[34.0624622, -117.163147]",34.0624622,-117.163147
852,College of the Redwoods,College of The Redwoods,7351 Tompkins Hill Rd.,Eureka,CA,955019302,4,"Public, 2-year",2467.0,2883.0,5350.0,0,0,0,2,"7351 Tompkins Hill Rd. Eureka, CA","[40.698432, -124.1953753]",40.698432,-124.1953753
854,College of the Redwoods,Del Norte,883 W. Washington Blvd.,Crescent City,CA,95531,4,"Public, 2-year",2467.0,2883.0,5350.0,0,0,0,1,"883 W. Washington Blvd. Crescent City, CA","[41.7704028, -124.2109015]",41.7704028,-124.2109015
857,Rio Hondo College,Main Campus,3600 WORKMAN MILL RD,WHITTIER,CA,906011699,4,"Public, 2-year",10314.0,8053.0,18367.0,0,0,4,7,"3600 WORKMAN MILL RD WHITTIER, CA","[34.0184687, -118.0376171]",34.0184687,-118.0376171
861,Riverside City College,Riverside City College,4800 Magnolia Avenue,Riverside,CA,925061299,4,"Public, 2-year",8356.0,10730.0,19086.0,0,2,0,1,"4800 Magnolia Avenue Riverside, CA","[33.9711382, -117.3809292]",33.9711382,-117.3809292
865,Sacramento City College,Main Campus,3835 FREEPORT BLVD,SACRAMENTO,CA,958221386,4,"Public, 2-year",9792.0,12898.0,22690.0,0,3,1,4,"3835 FREEPORT BLVD SACRAMENTO, CA","[38.5415791, -121.4903529]",38.5415791,-121.4903529
868,Saddleback College,Main Campus,28000 MARGUERITE PARKWAY,MISSION VIEJO,CA,92692,4,"Public, 2-year",9122.0,10430.0,19552.0,0,0,1,0,"28000 MARGUERITE PARKWAY MISSION VIEJO, CA","[33.55533, -117.6626895]",33.55533,-117.6626895
872,San Diego City College,Main Campus,1313 PARK BLVD,SAN DIEGO,CA,921014787,4,"Public, 2-year",7848.0,8672.0,16520.0,1,2,1,2,"1313 PARK BLVD SAN DIEGO, CA","[32.72204190000001, -117.1534513]",32.7220419,-117.1534513
874,San Diego Mesa College,Main Campus,7250 MESA COLLEGE DR,SAN DIEGO,CA,921114998,4,"Public, 2-year",11651.0,12557.0,24208.0,0,2,0,0,"7250 MESA COLLEGE DR SAN DIEGO, CA","[32.8038752, -117.1635147]",32.8038752,-117.1635147
875,San Diego Miramar College,Main Campus,10440 BLACK MOUNTAIN RD,SAN DIEGO,CA,921262999,4,"Public, 2-year",7267.0,5741.0,13008.0,0,0,0,3,"10440 BLACK MOUNTAIN RD SAN DIEGO, CA","[32.9084916, -117.1187081]",32.9084916,-117.1187081
876,San Diego State University,Main Campus,5500 CAMPANILE DR,SAN DIEGO,CA,921828210,1,"Public, 4-year or above",15301.0,18953.0,34254.0,9,13,5,7,"5500 CAMPANILE DR SAN DIEGO, CA","[32.7747307, -117.0693867]",32.7747307,-117.0693867
882,San Francisco State University,Main Campus,1600 Holloway Ave,San Francisco,CA,94132,1,"Public, 4-year or above",12978.0,17278.0,30256.0,9,2,1,0,"1600 Holloway Ave San Francisco, CA","[37.7227669, -122.4767213]",37.7227669,-122.4767213
